year,category,nominee,film,won,total_nominations
2010,Other,Jon Henry Gordon/Jenny Shircore,The Young Victoria,False,3.0
2010,Other,James Horner,Avatar,False,9.0
2010,Other,Alexandre Desplat,Fantastic Mr. Fox,False,2.0
2010,Other,Marco Beltrami/Buck Sanders,The Hurt Locker,False,9.0
2010,Other,Hans Zimmer,Sherlock Holmes,False,2.0
2010,Other,Michael Giacchino,Up,True,5.0
2010,Other,Randy Newman,The Princess and the Frog,False,3.0
2010,Other,Randy Newman,The Princess and the Frog,False,3.0
2010,Other,Reinhardt Wagner/Frank Thomas,Paris 36,False,1.0
2010,Other,Maury Yeston,Nine,False,4.0
2010,Other,Ryan Bingham/T Bone Burnett,Crazy Heart,True,3.0
2010,Best Picture,James Cameron/Jon Landau,Avatar,False,9.0
2010,Best Picture,Gil Netter/Andrew A. Kosove/Broderick Johnson,The Blind Side,False,2.0
2010,Best Picture,Peter Jackson/Carolynne Cunningham,District 9,False,4.0
2010,Best Picture,Finola Dwyer/Amanda Posey,An Education,False,3.0
2010,Best Picture,Kathryn Bigelow/Mark Boal/Nicolas Chartier/Greg Shapiro,The Hurt Locker,True,9.0
2010,Best Picture,Lawrence Bender,Inglourious Basterds,False,8.0
2010,Best Picture,Lee Daniels/Sarah Siegel-Magness/Gary Magness,Precious: Based on the Novel 'Push' by Sapphire,False,6.0
2010,Best Picture,Joel Coen/Ethan Coen,A Serious Man,False,2.0
2010,Best Picture,Jonas Rivera,Up,False,5.0
2010,Best Picture,Daniel Dubiecki/Ivan Reitman/Jason Reitman,Up in the Air,False,6.0
2010,Other,Fabrice O. Joubert,French Roast,False,1.0
2010,Other,Nicky Phelan/Darragh O'Connell,Granny O'Grimm's Sleeping Beauty,False,1.0
2010,Other,Javier Recio Gracia,The Lady and the Reaper (La Dama y la Muerte),False,1.0
2010,Other,Nicolas Schmerkin,Logorama,True,1.0
2010,Other,Nick Park,A Matter of Loaf and Death,False,1.0
2010,Other,Juanita Wilson/James Flynn,The Door,False,1.0
2010,Other,Patrik Eklund/Mathias Fjellström,Instead of Abracadabra,False,1.0
2010,Other,Gregg Helvey,Kavi,False,1.0
2010,Other,Luke Doolan/Drew Bailey,Miracle Fish,False,1.0
2010,Other,Joachim Back/Tivi Magnusson,The New Tenants,True,1.0
2010,Other,Christopher Boyes/Gwendolyn Yates Whittle,Avatar,False,9.0
2010,Other,Paul N.J. Ottosson,The Hurt Locker,True,9.0
2010,Other,Wylie Stateman,Inglourious Basterds,False,8.0
2010,Other,Mark Stoeckinger/Alan Rankin,Star Trek,False,4.0
2010,Other,Michael Silvers/Tom Myers,Up,False,5.0
2010,Other,Christopher Boyes/Gary Summers/Andy Nelson/Tony Johnson,Avatar,False,9.0
2010,Other,Paul N.J. Ottosson/Ray Beckett,The Hurt Locker,True,9.0
2010,Other,Michael Minkler/Tony Lamberti/Mark Ulano,Inglourious Basterds,False,8.0
2010,Other,Anna Behlmer/Andy Nelson/Peter J. Devlin,Star Trek,False,4.0
2010,Other,Greg P. Russell/Gary Summers/Geoffrey Patterson,Transformers: Revenge of the Fallen,False,1.0
2010,Other,Joe Letteri/Stephen Rosenbaum/Richard Baneham/Andrew R. Jones,Avatar,True,9.0
2010,Other,Dan Kaufman/Peter Muyzers/Robert Habros/Matt Aitken,District 9,False,4.0
2010,Other,Roger Guyett/Russell Earl/Paul Kavanagh/Burt Dalton,Star Trek,False,4.0
2010,Other,Neill Blomkamp/Terri Tatchell,District 9,False,4.0
2010,Other,Nick Hornby,An Education,False,3.0
2010,Other,Jesse Armstrong/Simon Blackwell/Armando Iannucci/Tony Roche,In the Loop,False,1.0
2010,Other,Geoffrey Fletcher,Precious: Based on the Novel 'Push' by Sapphire,True,6.0
2010,Other,Jason Reitman/Sheldon Turner,Up in the Air,False,6.0
2010,Other,Mark Boal,The Hurt Locker,True,9.0
2010,Other,Quentin Tarantino,Inglourious Basterds,False,8.0
2010,Other,Alessandro Camon/Oren Moverman,The Messenger,False,2.0
2010,Other,Joel Coen/Ethan Coen,A Serious Man,False,2.0
2010,Other,Bob Peterson/Pete Docter/Tom McCarthy,Up,False,5.0
2010,Other,Lauren Bacall,,True,
2010,Other,Roger Corman,,True,
2010,Other,Gordon Willis,,True,
2010,Other,John Calley,,True,
2011,Leading Actor,Javier Bardem,Biutiful,False,2.0
2011,Leading Actor,Jeff Bridges,True Grit,False,10.0
2011,Leading Actor,Jesse Eisenberg,The Social Network,False,8.0
2011,Leading Actor,Colin Firth,The King's Speech,True,12.0
2011,Leading Actor,James Franco,127 Hours,False,6.0
2011,Supporting Actor,Christian Bale,The Fighter,True,7.0
2011,Supporting Actor,John Hawkes,Winter's Bone,False,4.0
2011,Supporting Actor,Jeremy Renner,The Town,False,1.0
2011,Supporting Actor,Mark Ruffalo,The Kids Are All Right,False,4.0
2011,Supporting Actor,Geoffrey Rush,The King's Speech,False,12.0
2011,Leading Actress,Annette Bening,The Kids Are All Right,False,4.0
2011,Leading Actress,Nicole Kidman,Rabbit Hole,False,1.0
2011,Leading Actress,Jennifer Lawrence,Winter's Bone,False,4.0
2011,Leading Actress,Natalie Portman,Black Swan,True,5.0
2011,Leading Actress,Michelle Williams,Blue Valentine,False,1.0
2011,Supporting Actress,Amy Adams,The Fighter,False,7.0
2011,Supporting Actress,Helena Bonham Carter,The King's Speech,False,12.0
2011,Supporting Actress,Melissa Leo,The Fighter,True,7.0
2011,Supporting Actress,Hailee Steinfeld,True Grit,False,10.0
2011,Supporting Actress,Jacki Weaver,Animal Kingdom,False,1.0
2011,Other,Chris Sanders/Dean DeBlois,How to Train Your Dragon,False,2.0
2011,Other,Sylvain Chomet,The Illusionist,False,1.0
2011,Other,Lee Unkrich,Toy Story 3,True,5.0
2011,Other,Robert Stromberg/Karen O'Hara,Alice in Wonderland,True,3.0
2011,Other,Stuart Craig/Stephenie McMillan,Harry Potter and the Deathly Hallows Part 1,False,2.0
2011,Other,Guy Hendrix Dyas/Larry Dias/Doug Mowat,Inception,False,8.0
2011,Other,Eve Stewart/Judy Farr,The King's Speech,False,12.0
2011,Other,Jess Gonchor/Nancy Haigh,True Grit,False,10.0
2011,Cinematography,Matthew Libatique,Black Swan,False,5.0
2011,Cinematography,Wally Pfister,Inception,True,8.0
2011,Cinematography,Danny Cohen,The King's Speech,False,12.0
2011,Cinematography,Jeff Cronenweth,The Social Network,False,8.0
2011,Cinematography,Roger Deakins,True Grit,False,10.0
2011,Other,Colleen Atwood,Alice in Wonderland,True,3.0
2011,Other,Antonella Cannarozzi,I Am Love,False,1.0
2011,Other,Jenny Beavan,The King's Speech,False,12.0
2011,Other,Sandy Powell,The Tempest,False,1.0
2011,Other,Mary Zophres,True Grit,False,10.0
2011,Director,Darren Aronofsky,Black Swan,False,5.0
2011,Director,David O. Russell,The Fighter,False,7.0
2011,Director,Tom Hooper,The King's Speech,True,12.0
2011,Director,David Fincher,The Social Network,False,8.0
2011,Director,Joel Coen/Ethan Coen,True Grit,False,10.0
2011,Other,Banksy/Jaimie D'Cruz,Exit through the Gift Shop,False,1.0
2011,Other,Josh Fox/Trish Adlesic,Gasland,False,1.0
2011,Other,Charles Ferguson/Audrey Marrs,Inside Job,True,1.0
2011,Other,Tim Hetherington/Sebastian Junger,Restrepo,False,1.0
2011,Other,Lucy Walker/Angus Aynsley,Waste Land,False,1.0
2011,Other,Jed Rothstein,Killing in the Name,False,1.0
2011,Other,Sara Nesson/Mitchell W. Block,Poster Girl,False,1.0
2011,Other,Karen Goodman/Kirk Simon,Strangers No More,True,1.0
2011,Other,Jennifer Redfearn/Tim Metzger,Sun Come Up,False,1.0
2011,Other,Ruby Yang/Thomas Lennon,The Warriors of Qiugang,False,1.0
2011,Film Editing,Andrew Weisblum,Black Swan,False,5.0
2011,Film Editing,Pamela Martin,The Fighter,False,7.0
2011,Film Editing,Tariq Anwar,The King's Speech,False,12.0
2011,Film Editing,Jon Harris,127 Hours,False,6.0
2011,Film Editing,Angus Wall/Kirk Baxter,The Social Network,True,8.0
2011,Other,Mexico,Biutiful,False,2.0
2011,Other,Greece,Dogtooth,False,1.0
2011,Other,Denmark,In a Better World,True,1.0
2011,Other,Canada,Incendies,False,1.0
2011,Other,Algeria,Outside the Law (Hors-la-loi),False,1.0
2011,Other,Adrien Morot,Barney's Version,False,1.0
2011,Other,Edouard F. Henriques/Gregory Funk/Yolanda Toussieng,The Way Back,False,1.0
2011,Other,Rick Baker/Dave Elsey,The Wolfman,True,1.0
2011,Other,John Powell,How to Train Your Dragon,False,2.0
2011,Other,Hans Zimmer,Inception,False,8.0
2011,Other,Alexandre Desplat,The King's Speech,False,12.0
2011,Other,A.R. Rahman,127 Hours,False,6.0
2011,Other,Trent Reznor/Atticus Ross,The Social Network,True,8.0
2011,Other,Tom Douglas/Troy Verges/Hillary Lindsey,Country Strong,False,1.0
2011,Other,Alan Menken/Glenn Slater,Tangled,False,1.0
2011,Other,A.R. Rahman/Dido/Rollo Armstrong,127 Hours,False,6.0
2011,Other,Randy Newman,Toy Story 3,True,5.0
2011,Best Picture,Mike Medavoy/Brian Oliver/Scott Franklin,Black Swan,False,5.0
2011,Best Picture,David Hoberman/Todd Lieberman/Mark Wahlberg,The Fighter,False,7.0
2011,Best Picture,Emma Thomas/Christopher Nolan,Inception,False,8.0
2011,Best Picture,Gary Gilbert/Jeffrey Levy-Hinte/Celine Rattray,The Kids Are All Right,False,4.0
2011,Best Picture,Iain Canning/Emile Sherman/Gareth Unwin,The King's Speech,True,12.0
2011,Best Picture,Christian Colson/Danny Boyle/John Smithson,127 Hours,False,6.0
2011,Best Picture,Scott Rudin/Dana Brunetti/Michael De Luca/Ceán Chaffin,The Social Network,False,8.0
2011,Best Picture,Darla K. Anderson,Toy Story 3,False,5.0
2011,Best Picture,Scott Rudin/Ethan Coen/Joel Coen,True Grit,False,10.0
2011,Best Picture,Anne Rosellini/Alix Madigan-Yorkin,Winter's Bone,False,4.0
2011,Other,Teddy Newton,Day & Night,False,1.0
2011,Other,Jakob Schuh/Max Lang,The Gruffalo,False,1.0
2011,Other,Geefwee Boedoe,Let's Pollute,False,1.0
2011,Other,Shaun Tan/Andrew Ruhemann,The Lost Thing,True,1.0
2011,Other,Bastien Dubois,"Madagascar, carnet de voyage (Madagascar, a Journey Diary)",False,1.0
2011,Other,Tanel Toom,The Confession,False,1.0
2011,Other,Michael Creagh,The Crush,False,1.0
2011,Other,Luke Matheny,God of Love,True,1.0
2011,Other,Ivan Goldschmidt,Na Wewe,False,1.0
2011,Other,Ian Barnes/Samantha Waite,Wish 143,False,1.0
2011,Other,Richard King,Inception,True,8.0
2011,Other,Tom Myers/Michael Silvers,Toy Story 3,False,5.0
2011,Other,Gwendolyn Yates Whittle/Addison Teague,Tron: Legacy,False,1.0
2011,Other,Skip Lievsay/Craig Berkey,True Grit,False,10.0
2011,Other,Mark P. Stoeckinger,Unstoppable,False,1.0
2011,Other,Lora Hirschberg/Gary A. Rizzo/Ed Novick,Inception,True,8.0
2011,Other,Paul Hamblin/Martin Jensen/John Midgley,The King's Speech,False,12.0
2011,Other,Jeffrey J. Haboush/Greg P. Russell/Scott Millan/William Sarokin,Salt,False,1.0
2011,Other,Ren Klyce/David Parker/Michael Semanick/Mark Weingarten,The Social Network,False,8.0
2011,Other,Skip Lievsay/Craig Berkey/Greg Orloff/Peter F. Kurland,True Grit,False,10.0
2011,Other,Ken Ralston/David Schaub/Carey Villegas/Sean Phillips,Alice in Wonderland,False,3.0
2011,Other,Tim Burke/John Richardson/Christian Manz/Nicolas Aithadi,Harry Potter and the Deathly Hallows Part 1,False,2.0
2011,Other,Michael Owens/Bryan Grill/Stephan Trojansky/Joe Farrell,Hereafter,False,1.0
2011,Other,Paul Franklin/Chris Corbould/Andrew Lockley/Peter Bebb,Inception,True,8.0
2011,Other,Janek Sirrs/Ben Snow/Ged Wright/Daniel Sudick,Iron Man 2,False,1.0
2011,Other,Danny Boyle/Simon Beaufoy,127 Hours,False,6.0
2011,Other,Aaron Sorkin,The Social Network,True,8.0
2011,Other,Michael Arndt/John Lasseter/Andrew Stanton/Lee Unkrich,Toy Story 3,False,5.0
2011,Other,Joel Coen/Ethan Coen,True Grit,False,10.0
2011,Other,Debra Granik/Anne Rosellini,Winter's Bone,False,4.0
2011,Other,Mike Leigh,Another Year,False,1.0
2011,Other,Scott Silver/Paul Tamasy/Eric Johnson/Keith Dorrington,The Fighter,False,7.0
2011,Other,Christopher Nolan,Inception,False,8.0
2011,Other,Lisa Cholodenko/Stuart Blumberg,The Kids Are All Right,False,4.0
2011,Other,David Seidler,The King's Speech,True,12.0
2011,Other,Kevin Brownlow,,True,
2011,Other,Jean-Luc Godard,,True,
2011,Other,Eli Wallach,,True,
2011,Other,Francis Ford Coppola,,True,
2011,Other,Denny Clairmont,,True,
2012,Leading Actor,Demián Bichir,A Better Life,False,1.0
2012,Leading Actor,George Clooney,The Descendants,False,5.0
2012,Leading Actor,Jean Dujardin,The Artist,True,10.0
2012,Leading Actor,Gary Oldman,Tinker Tailor Soldier Spy,False,3.0
2012,Leading Actor,Brad Pitt,Moneyball,False,6.0
2012,Supporting Actor,Kenneth Branagh,My Week with Marilyn,False,2.0
2012,Supporting Actor,Jonah Hill,Moneyball,False,6.0
2012,Supporting Actor,Nick Nolte,Warrior,False,1.0
2012,Supporting Actor,Christopher Plummer,Beginners,True,1.0
2012,Supporting Actor,Max von Sydow,Extremely Loud & Incredibly Close,False,2.0
2012,Leading Actress,Glenn Close,Albert Nobbs,False,3.0
2012,Leading Actress,Viola Davis,The Help,False,4.0
2012,Leading Actress,Rooney Mara,The Girl with the Dragon Tattoo,False,5.0
2012,Leading Actress,Meryl Streep,The Iron Lady,True,2.0
2012,Leading Actress,Michelle Williams,My Week with Marilyn,False,2.0
2012,Supporting Actress,Bérénice Bejo,The Artist,False,10.0
2012,Supporting Actress,Jessica Chastain,The Help,False,4.0
2012,Supporting Actress,Melissa McCarthy,Bridesmaids,False,2.0
2012,Supporting Actress,Janet McTeer,Albert Nobbs,False,3.0
2012,Supporting Actress,Octavia Spencer,The Help,True,4.0
2012,Other,Alain Gagnol/Jean-Loup Felicioli,A Cat in Paris,False,1.0
2012,Other,Fernando Trueba/Javier Mariscal,Chico & Rita,False,1.0
2012,Other,Jennifer Yuh Nelson,Kung Fu Panda 2,False,1.0
2012,Other,Chris Miller,Puss in Boots,False,1.0
2012,Other,Gore Verbinski,Rango,True,1.0
2012,Other,Laurence Bennett/Robert Gould,The Artist,False,10.0
2012,Other,Stuart Craig/Stephenie McMillan,Harry Potter and the Deathly Hallows Part 2,False,3.0
2012,Other,Dante Ferretti/Francesca Lo Schiavo,Hugo,True,11.0
2012,Other,Anne Seibel/Hélène Dubreuil,Midnight in Paris,False,4.0
2012,Other,Rick Carter/Lee Sandales,War Horse,False,6.0
2012,Cinematography,Guillaume Schiffman,The Artist,False,10.0
2012,Cinematography,Jeff Cronenweth,The Girl with the Dragon Tattoo,False,5.0
2012,Cinematography,Robert Richardson,Hugo,True,11.0
2012,Cinematography,Emmanuel Lubezki,The Tree of Life,False,3.0
2012,Cinematography,Janusz Kaminski,War Horse,False,6.0
2012,Other,Lisy Christl,Anonymous,False,1.0
2012,Other,Mark Bridges,The Artist,True,10.0
2012,Other,Sandy Powell,Hugo,False,11.0
2012,Other,Michael O'Connor,Jane Eyre,False,1.0
2012,Other,Arianne Phillips,W.E.,False,1.0
2012,Director,Michel Hazanavicius,The Artist,True,10.0
2012,Director,Alexander Payne,The Descendants,False,5.0
2012,Director,Martin Scorsese,Hugo,False,11.0
2012,Director,Woody Allen,Midnight in Paris,False,4.0
2012,Director,Terrence Malick,The Tree of Life,False,3.0
2012,Other,Danfung Dennis/Mike Lerner,Hell and Back Again,False,1.0
2012,Other,Marshall Curry/Sam Cullman,If a Tree Falls: A Story of the Earth Liberation Front,False,1.0
2012,Other,Joe Berlinger/Bruce Sinofsky,Paradise Lost 3: Purgatory,False,1.0
2012,Other,Wim Wenders/Gian-Piero Ringel,Pina,False,1.0
2012,Other,TJ Martin/Dan Lindsay/Rich Middlemas,Undefeated,True,1.0
2012,Other,Robin Fryday/Gail Dolgin,The Barber of Birmingham: Foot Soldier of the Civil Rights Movement,False,1.0
2012,Other,Rebecca Cammisa/Julie Anderson,God Is the Bigger Elvis,False,1.0
2012,Other,James Spione,Incident in New Baghdad,False,1.0
2012,Other,Daniel Junge/Sharmeen Obaid-Chinoy,Saving Face,True,1.0
2012,Other,Lucy Walker/Kira Carstensen,The Tsunami and the Cherry Blossom,False,1.0
2012,Film Editing,Anne-Sophie Bion/Michel Hazanavicius,The Artist,False,10.0
2012,Film Editing,Kevin Tent,The Descendants,False,5.0
2012,Film Editing,Kirk Baxter/Angus Wall,The Girl with the Dragon Tattoo,True,5.0
2012,Film Editing,Thelma Schoonmaker,Hugo,False,11.0
2012,Film Editing,Christopher Tellefsen,Moneyball,False,6.0
2012,Other,Belgium,Bullhead,False,1.0
2012,Other,Israel,Footnote,False,1.0
2012,Other,Poland,In Darkness,False,1.0
2012,Other,Canada,Monsieur Lazhar,False,1.0
2012,Other,Iran,A Separation,True,2.0
2012,Other,Martial Corneville/Lynn Johnston/Matthew W. Mungle,Albert Nobbs,False,3.0
2012,Other,Nick Dudman/Amanda Knight/Lisa Tomblin,Harry Potter and the Deathly Hallows Part 2,False,3.0
2012,Other,Mark Coulier/J. Roy Helland,The Iron Lady,True,2.0
2012,Other,John Williams,The Adventures of Tintin,False,1.0
2012,Other,Ludovic Bource,The Artist,True,10.0
2012,Other,Howard Shore,Hugo,False,11.0
2012,Other,Alberto Iglesias,Tinker Tailor Soldier Spy,False,3.0
2012,Other,John Williams,War Horse,False,6.0
2012,Other,Bret McKenzie,The Muppets,True,1.0
2012,Other,Sergio Mendes/Carlinhos Brown/Siedah Garrett,Rio,False,1.0
2012,Best Picture,Thomas Langmann,The Artist,True,10.0
2012,Best Picture,Jim Burke/Alexander Payne/Jim Taylor,The Descendants,False,5.0
2012,Best Picture,Scott Rudin,Extremely Loud & Incredibly Close,False,2.0
2012,Best Picture,Brunson Green/Chris Columbus/Michael Barnathan,The Help,False,4.0
2012,Best Picture,Graham King/Martin Scorsese,Hugo,False,11.0
2012,Best Picture,Letty Aronson/Stephen Tenenbaum,Midnight in Paris,False,4.0
2012,Best Picture,Michael De Luca/Rachael Horovitz/Brad Pitt,Moneyball,False,6.0
2012,Best Picture,Sarah Green/Bill Pohlad/Dede Gardner/Grant Hill,The Tree of Life,False,3.0
2012,Best Picture,Steven Spielberg/Kathleen Kennedy,War Horse,False,6.0
2012,Other,Patrick Doyon,Dimanche/Sunday,False,1.0
2012,Other,William Joyce/Brandon Oldenburg,The Fantastic Flying Books of Mr. Morris Lessmore,True,1.0
2012,Other,Enrico Casarosa,La Luna,False,1.0
2012,Other,Grant Orchard/Sue Goffe,A Morning Stroll,False,1.0
2012,Other,Amanda Forbis/Wendy Tilby,Wild Life,False,1.0
2012,Other,Peter McDonald/Eimear O'Kane,Pentecost,False,1.0
2012,Other,Max Zähle/Stefan Gieren,Raju,False,1.0
2012,Other,Terry George/Oorlagh George,The Shore,True,1.0
2012,Other,Andrew Bowler/Gigi Causey,Time Freak,False,1.0
2012,Other,Hallvar Witzø,Tuba Atlantic,False,1.0
2012,Other,Lon Bender/Victor Ray Ennis,Drive,False,1.0
2012,Other,Ren Klyce,The Girl with the Dragon Tattoo,False,5.0
2012,Other,Philip Stockton/Eugene Gearty,Hugo,True,11.0
2012,Other,Ethan Van der Ryn/Erik Aadahl,Transformers: Dark of the Moon,False,3.0
2012,Other,Richard Hymns/Gary Rydstrom,War Horse,False,6.0
2012,Other,David Parker/Michael Semanick/Ren Klyce/Bo Persson,The Girl with the Dragon Tattoo,False,5.0
2012,Other,Tom Fleischman/John Midgley,Hugo,True,11.0
2012,Other,Deb Adair/Ron Bochar/David Giammarco/Ed Novick,Moneyball,False,6.0
2012,Other,Greg P. Russell/Gary Summers/Jeffrey J. Haboush/Peter J. Devlin,Transformers: Dark of the Moon,False,3.0
2012,Other,Gary Rydstrom/Andy Nelson/Tom Johnson/Stuart Wilson,War Horse,False,6.0
2012,Other,Tim Burke/David Vickery/Greg Butler/John Richardson,Harry Potter and the Deathly Hallows Part 2,False,3.0
2012,Other,Rob Legato/Joss Williams/Ben Grossmann/Alex Henning,Hugo,True,11.0
2012,Other,Erik Nash/John Rosengrant/Dan Taylor/Swen Gillberg,Real Steel,False,1.0
2012,Other,Joe Letteri/Dan Lemmon/R. Christopher White/Daniel Barrett,Rise of the Planet of the Apes,False,1.0
2012,Other,Scott Farrar/Scott Benza/Matthew Butler/John Frazier,Transformers: Dark of the Moon,False,3.0
2012,Other,Alexander Payne/Nat Faxon/Jim Rash,The Descendants,True,5.0
2012,Other,John Logan,Hugo,False,11.0
2012,Other,George Clooney/Grant Heslov/Beau Willimon,The Ides of March,False,1.0
2012,Other,Steven Zaillian/Aaron Sorkin/Stan Chervin,Moneyball,False,6.0
2012,Other,Bridget O'Connor/Peter Straughan,Tinker Tailor Soldier Spy,False,3.0
2012,Other,Michel Hazanavicius,The Artist,False,10.0
2012,Other,Annie Mumolo/Kristen Wiig,Bridesmaids,False,2.0
2012,Other,J.C. Chandor,Margin Call,False,1.0
2012,Other,Woody Allen,Midnight in Paris,True,4.0
2012,Other,Asghar Farhadi,A Separation,False,2.0
2012,Other,Oprah Winfrey,,True,
2012,Other,James Earl Jones,,True,
2012,Other,Dick Smith,,True,
2012,Other,Douglas Trumbull,,True,
2012,Other,Jonathan Erland,,True,
2013,Leading Actor,Bradley Cooper,Silver Linings Playbook,False,8.0
2013,Leading Actor,Daniel Day-Lewis,Lincoln,True,12.0
2013,Leading Actor,Hugh Jackman,Les Misérables,False,8.0
2013,Leading Actor,Joaquin Phoenix,The Master,False,3.0
2013,Leading Actor,Denzel Washington,Flight,False,2.0
2013,Supporting Actor,Alan Arkin,Argo,False,7.0
2013,Supporting Actor,Robert De Niro,Silver Linings Playbook,False,8.0
2013,Supporting Actor,Philip Seymour Hoffman,The Master,False,3.0
2013,Supporting Actor,Tommy Lee Jones,Lincoln,False,12.0
2013,Supporting Actor,Christoph Waltz,Django Unchained,True,5.0
2013,Leading Actress,Jessica Chastain,Zero Dark Thirty,False,5.0
2013,Leading Actress,Jennifer Lawrence,Silver Linings Playbook,True,8.0
2013,Leading Actress,Emmanuelle Riva,Amour,False,5.0
2013,Leading Actress,Quvenzhané Wallis,Beasts of the Southern Wild,False,4.0
2013,Leading Actress,Naomi Watts,The Impossible,False,1.0
2013,Supporting Actress,Amy Adams,The Master,False,3.0
2013,Supporting Actress,Sally Field,Lincoln,False,12.0
2013,Supporting Actress,Anne Hathaway,Les Misérables,True,8.0
2013,Supporting Actress,Helen Hunt,The Sessions,False,1.0
2013,Supporting Actress,Jacki Weaver,Silver Linings Playbook,False,8.0
2013,Other,Mark Andrews/Brenda Chapman,Brave,True,1.0
2013,Other,Tim Burton,Frankenweenie,False,1.0
2013,Other,Sam Fell/Chris Butler,ParaNorman,False,1.0
2013,Other,Peter Lord,The Pirates! Band of Misfits,False,1.0
2013,Other,Rich Moore,Wreck-It Ralph,False,1.0
2013,Cinematography,Seamus McGarvey,Anna Karenina,False,4.0
2013,Cinematography,Robert Richardson,Django Unchained,False,5.0
2013,Cinematography,Claudio Miranda,Life of Pi,True,11.0
2013,Cinematography,Janusz Kaminski,Lincoln,False,12.0
2013,Cinematography,Roger Deakins,Skyfall,False,5.0
2013,Other,Jacqueline Durran,Anna Karenina,True,4.0
2013,Other,Paco Delgado,Les Misérables,False,8.0
2013,Other,Joanna Johnston,Lincoln,False,12.0
2013,Other,Eiko Ishioka,Mirror Mirror,False,1.0
2013,Other,Colleen Atwood,Snow White and the Huntsman,False,2.0
2013,Director,Michael Haneke,Amour,False,5.0
2013,Director,Benh Zeitlin,Beasts of the Southern Wild,False,4.0
2013,Director,Ang Lee,Life of Pi,True,11.0
2013,Director,Steven Spielberg,Lincoln,False,12.0
2013,Director,David O. Russell,Silver Linings Playbook,False,8.0
2013,Other,Emad Burnat/Guy Davidi,5 Broken Cameras,False,1.0
2013,Other,Dror Moreh/Philippa Kowarsky/Estelle Fialon,The Gatekeepers,False,1.0
2013,Other,David France/Howard Gertler,How to Survive a Plague,False,1.0
2013,Other,Kirby Dick/Amy Ziering,The Invisible War,False,1.0
2013,Other,Malik Bendjelloul/Simon Chinn,Searching for Sugar Man,True,1.0
2013,Other,Sean Fine/Andrea Nix Fine,Inocente,True,1.0
2013,Other,Sari Gilman/Jedd Wider,Kings Point,False,1.0
2013,Other,Cynthia Wade/Robin Honan,Mondays at Racine,False,1.0
2013,Other,Kief Davidson/Cori Shepherd Stern,Open Heart,False,1.0
2013,Other,Jon Alpert/Matthew O'Neill,Redemption,False,1.0
2013,Film Editing,William Goldenberg,Argo,True,7.0
2013,Film Editing,Tim Squyres,Life of Pi,False,11.0
2013,Film Editing,Michael Kahn,Lincoln,False,12.0
2013,Film Editing,Jay Cassidy/Crispin Struthers,Silver Linings Playbook,False,8.0
2013,Film Editing,Dylan Tichenor/William Goldenberg,Zero Dark Thirty,False,5.0
2013,Other,Austria,Amour,True,5.0
2013,Other,Norway,Kon-Tiki,False,1.0
2013,Other,Chile,No,False,1.0
2013,Other,Denmark,A Royal Affair,False,1.0
2013,Other,Canada,War Witch,False,1.0
2013,Other,Howard Berger/Peter Montagna/Martin Samuel,Hitchcock,False,1.0
2013,Other,Peter Swords King/Rick Findlater/Tami Lane,The Hobbit: An Unexpected Journey,False,3.0
2013,Other,Lisa Westcott/Julie Dartnell,Les Misérables,True,8.0
2013,Other,Dario Marianelli,Anna Karenina,False,4.0
2013,Other,Alexandre Desplat,Argo,False,7.0
2013,Other,Mychael Danna,Life of Pi,True,11.0
2013,Other,John Williams,Lincoln,False,12.0
2013,Other,Thomas Newman,Skyfall,False,5.0
2013,Other,J. Ralph,Chasing Ice,False,1.0
2013,Other,Walter Murphy/Seth MacFarlane,Ted,False,1.0
2013,Other,Mychael Danna/Bombay Jayashri,Life of Pi,False,11.0
2013,Other,Adele Adkins/Paul Epworth,Skyfall,True,5.0
2013,Other,Claude-Michel Schönberg/Herbert Kretzmer/Alain Boublil,Les Misérables,False,8.0
2013,Best Picture,Margaret Menegoz/Stefan Arndt/Veit Heiduschka/Michael Katz,Amour,False,5.0
2013,Best Picture,Grant Heslov/Ben Affleck/George Clooney,Argo,True,7.0
2013,Best Picture,Dan Janvey/Josh Penn/Michael Gottwald,Beasts of the Southern Wild,False,4.0
2013,Best Picture,Stacey Sher/Reginald Hudlin/Pilar Savone,Django Unchained,False,5.0
2013,Best Picture,Tim Bevan/Eric Fellner/Debra Hayward/Cameron Mackintosh,Les Misérables,False,8.0
2013,Best Picture,Gil Netter/Ang Lee/David Womark,Life of Pi,False,11.0
2013,Best Picture,Steven Spielberg/Kathleen Kennedy,Lincoln,False,12.0
2013,Best Picture,Donna Gigliotti/Bruce Cohen/Jonathan Gordon,Silver Linings Playbook,False,8.0
2013,Best Picture,Mark Boal/Kathryn Bigelow/Megan Ellison,Zero Dark Thirty,False,5.0
2013,Other,Sarah Greenwood/Katie Spencer,Anna Karenina,False,4.0
2013,Other,Dan Hennah/Ra Vincent/Simon Bright,The Hobbit: An Unexpected Journey,False,3.0
2013,Other,Eve Stewart/Anna Lynch-Robinson,Les Misérables,False,8.0
2013,Other,David Gropman/Anna Pinnock,Life of Pi,False,11.0
2013,Other,Rick Carter/Jim Erickson,Lincoln,True,12.0
2013,Other,Minkyu Lee,Adam and Dog,False,1.0
2013,Other,PES,Fresh Guacamole,False,1.0
2013,Other,Timothy Reckart/Fodhla Cronin O'Reilly,Head over Heels,False,1.0
